employee_id,age,experience_years,department,education_level,work_mode,job_level,salary,training_hours,projects_completed,average_monthly_hours,on_time_delivery_rate,absenteeism_days,satisfaction_score,manager_feedback_score,peer_feedback_score,overtime_hours,promotions_last_5_years,performance_score,performance_band
EMP1213,38,12,Operations,MBA,Onsite,4,1065485,50,5,183,0.76,3,9.2,8.5,7.2,21,0,92.6,High
EMP1214,48,24,IT,Bachelor,Hybrid,6,1780732,50,2,165,0.83,2,7.9,7.1,6.0,23,0,53.9,Medium
EMP1215,31,5,Marketing,Master,Onsite,2,677757,22,8,153,0.73,7,7.1,7.9,5.5,3,0,50.5,Medium
EMP1216,24,0,Sales,Bachelor,Hybrid,1,335408,50,5,189,0.96,4,9.3,6.3,6.1,18,2,69.2,Medium
EMP1217,25,2,Sales,MBA,Onsite,1,387716,34,6,150,0.65,4,9.0,4.2,4.8,13,1,54.2,Medium
EMP1218,38,12,Operations,MBA,Hybrid,4,965887,30,4,211,0.82,9,7.3,3.5,7.7,0,2,21.7,Low
EMP1219,54,31,Operations,Diploma,Remote,6,2068529,24,7,159,0.87,6,10.0,5.5,5.9,9,2,84.2,High
EMP1220,26,0,Marketing,MBA,Hybrid,1,321288,27,4,201,0.74,2,6.4,7.7,7.6,8,0,47.4,Low
EMP1221,38,11,Finance,Diploma,Hybrid,3,964146,61,5,167,0.72,4,8.6,8.8,7.8,22,0,61.5,Medium
EMP1222,47,23,Finance,Bachelor,Hybrid,6,1810312,40,6,198,0.77,7,6.2,7.4,8.4,5,4,60.3,Medium
EMP1223,29,4,Finance,Diploma,Onsite,2,632029,38,7,157,0.88,4,8.2,5.3,7.4,17,2,55.7,Medium
EMP1224,47,25,HR,Master,Hybrid,6,1834253,31,10,170,0.72,2,6.4,5.7,8.6,11,0,72.4,Medium
EMP1225,33,7,Finance,Bachelor,Hybrid,2,656896,72,3,184,0.65,3,7.5,8.9,8.9,0,0,54.0,Medium
EMP1226,51,26,IT,Master,Onsite,6,1814350,55,6,182,0.92,5,10.0,4.9,7.4,8,0,69.0,Medium
EMP1227,42,15,IT,Bachelor,Onsite,4,1200257,24,8,190,0.83,4,8.3,10.0,7.4,24,0,83.2,High
EMP1228,41,19,Marketing,Bachelor,Remote,5,1416229,31,2,161,0.9,4,7.6,9.7,6.2,11,0,70.3,Medium
EMP1229,28,2,Finance,Bachelor,Hybrid,1,435023,32,3,172,0.87,6,5.6,10.0,5.6,19,0,49.7,Low
EMP1230,38,15,Operations,Bachelor,Hybrid,4,1222845,37,8,192,1.0,2,7.1,7.5,8.8,19,2,96.1,High
EMP1231,52,31,Sales,Master,Hybrid,6,2010584,24,4,157,0.91,2,5.2,6.4,7.8,8,0,48.3,Low
EMP1232,22,1,IT,MBA,Hybrid,1,424840,42,6,180,0.69,4,8.2,7.4,8.0,2,1,64.9,Medium
EMP1233,49,25,IT,Master,Hybrid,6,1800115,57,4,166,0.84,3,8.2,8.3,6.2,3,2,56.0,Medium
EMP1234,39,17,IT,Master,Onsite,5,1278546,15,11,174,0.71,3,6.5,5.9,9.3,24,1,66.5,Medium
EMP1235,47,27,Operations,Bachelor,Hybrid,6,1882432,18,6,172,0.73,6,9.5,5.2,6.7,13,1,54.0,Medium
EMP1236,45,22,IT,Master,Hybrid,6,1674060,28,2,156,0.61,4,9.2,6.5,5.9,0,1,46.7,Low
EMP1237,37,12,Sales,Bachelor,Onsite,4,1118639,28,6,165,0.75,6,7.0,5.7,6.2,19,0,27.5,Low
EMP1238,33,11,Operations,MBA,Hybrid,3,938126,65,7,173,0.85,3,7.7,8.8,9.2,0,0,82.7,High
EMP1239,44,17,Operations,Bachelor,Onsite,5,1406396,50,8,168,0.77,0,5.9,6.0,5.4,5,2,64.1,Medium
EMP1240,27,1,IT,Master,Hybrid,1,374357,49,4,198,0.65,2,6.4,7.0,5.9,13,1,43.3,Low
EMP1241,43,19,IT,MBA,Hybrid,5,1389247,31,1,188,0.6,6,5.1,8.4,10.0,32,0,39.7,Low
EMP1242,25,0,IT,Master,Hybrid,1,249241,31,5,175,1.0,2,6.0,8.8,8.3,19,1,67.3,Medium
EMP1243,45,22,IT,MBA,Hybrid,6,1716127,13,6,156,0.82,7,6.6,7.2,6.0,8,2,48.2,Low
EMP1244,44,23,IT,Bachelor,Remote,6,1764799,47,6,155,0.68,8,4.1,7.5,5.5,12,2,36.1,Low
EMP1245,25,5,Sales,MBA,Hybrid,2,631145,42,4,206,0.84,6,7.7,5.4,4.7,19,0,42.8,Low
EMP1246,49,22,Operations,Master,Hybrid,6,1734785,54,8,152,1.0,3,8.4,8.4,7.1,23,2,100.0,High
EMP1247,36,9,Sales,MBA,Hybrid,3,917830,32,3,172,0.85,7,6.8,8.8,8.0,10,0,47.1,Low
EMP1248,50,25,Sales,Master,Onsite,6,1829181,33,4,176,0.45,0,2.5,4.1,9.1,10,2,53.9,Medium
EMP1249,23,3,IT,MBA,Onsite,1,409434,38,4,164,1.0,6,6.4,9.5,4.3,5,0,44.6,Low
EMP1250,28,6,Marketing,Diploma,Hybrid,2,746571,48,1,152,0.56,5,4.6,5.8,5.1,17,0,20.5,Low
EMP1251,39,19,Sales,Bachelor,Onsite,5,1481815,13,7,156,0.76,1,5.8,7.8,6.8,20,1,53.9,Medium
EMP1252,28,8,Operations,MBA,Onsite,3,800708,46,7,160,0.64,3,9.1,7.0,10.0,0,1,81.5,High
EMP1253,33,12,Operations,Master,Onsite,4,1036586,35,6,157,0.69,6,2.9,6.8,8.2,9,1,42.8,Low
EMP1254,45,21,HR,Master,Hybrid,6,1627839,19,6,194,0.81,2,5.5,6.6,7.5,2,1,47.7,Low
EMP1255,27,7,IT,Diploma,Onsite,2,621447,4,9,170,0.53,3,8.1,5.4,5.3,13,2,45.7,Low
EMP1256,46,19,IT,Bachelor,Remote,5,1489983,33,4,161,0.77,3,5.7,7.7,4.0,2,0,56.4,Medium
EMP1257,25,2,Finance,Master,Hybrid,1,362321,57,3,172,0.92,4,5.6,6.5,7.1,1,0,39.4,Low
EMP1258,28,6,Operations,Bachelor,Hybrid,2,678530,60,5,182,0.68,4,10.0,4.9,6.9,21,1,58.7,Medium
EMP1259,43,19,HR,Bachelor,Onsite,5,1428918,40,3,164,0.61,5,7.4,5.3,6.6,11,0,36.6,Low
EMP1260,50,24,Marketing,MBA,Hybrid,6,1736779,64,5,186,0.76,2,8.3,5.0,6.5,12,1,61.9,Medium
EMP1261,28,6,Sales,Bachelor,Onsite,2,622154,34,5,147,0.74,0,7.6,6.1,6.0,15,1,42.3,Low
EMP1262,32,12,IT,Bachelor,Hybrid,4,1061938,49,5,191,0.71,5,7.1,7.6,5.6,20,3,61.6,Medium
EMP1263,55,35,HR,Bachelor,Onsite,6,2339468,28,4,170,0.64,5,8.8,5.8,8.9,9,0,53.2,Medium
EMP1264,57,31,Sales,Master,Remote,6,2134252,27,4,169,0.84,4,9.8,8.4,5.8,9,1,77.0,High
EMP1265,42,22,Sales,MBA,Onsite,6,1677723,25,7,158,0.85,3,4.1,6.7,6.6,9,0,51.7,Medium
EMP1266,38,13,Finance,MBA,Hybrid,4,1113735,4,4,148,0.65,2,6.7,6.5,6.9,21,1,40.7,Low
EMP1267,34,11,IT,Bachelor,Onsite,3,997210,54,7,140,0.67,4,6.7,6.9,8.0,11,1,65.0,Medium
EMP1268,44,18,Marketing,Master,Hybrid,5,1466498,25,4,156,0.8,6,6.1,9.0,5.8,10,1,40.6,Low
EMP1269,43,23,IT,Master,Hybrid,6,1663509,23,3,181,0.66,5,8.4,4.8,8.4,15,0,51.2,Medium
EMP1270,32,5,Operations,Master,Onsite,2,611128,17,3,153,0.8,0,7.2,9.4,6.2,27,0,53.1,Medium
EMP1271,22,0,IT,Bachelor,Onsite,1,228902,32,5,142,0.96,3,9.9,8.3,6.8,13,0,68.7,Medium
EMP1272,27,4,IT,Bachelor,Onsite,2,626155,61,6,154,0.77,3,8.6,6.9,9.3,10,1,84.7,High
EMP1273,56,35,Finance,Master,Onsite,6,2348251,66,3,163,0.63,5,9.0,8.7,5.6,28,0,61.6,Medium
EMP1274,37,10,Sales,Master,Remote,3,914004,10,5,164,0.83,6,4.9,6.4,8.0,23,0,32.0,Low
EMP1275,39,17,Sales,Master,Hybrid,5,1258749,30,6,168,0.76,3,5.5,7.3,8.4,21,2,63.1,Medium
EMP1276,38,15,Finance,Master,Onsite,4,1235444,19,4,189,0.76,7,5.6,6.1,7.4,8,1,37.4,Low
EMP1277,50,27,Operations,MBA,Remote,6,1839795,50,4,192,0.84,5,8.9,8.3,6.8,7,1,68.7,Medium
EMP1278,24,3,Finance,Master,Onsite,1,421832,39,7,206,0.86,4,5.3,5.8,10.0,0,0,63.3,Medium
EMP1279,24,1,Finance,Bachelor,Hybrid,1,396328,25,5,141,0.78,4,5.3,6.8,7.0,20,0,29.5,Low
EMP1280,31,10,Finance,MBA,Hybrid,3,922727,36,3,155,0.77,6,5.0,7.9,7.3,13,0,40.1,Low
EMP1281,39,19,IT,MBA,Remote,5,1430594,28,2,183,1.0,4,10.0,8.5,6.5,0,0,71.7,Medium
EMP1282,46,24,Sales,Bachelor,Hybrid,6,1717519,59,3,162,0.92,3,6.6,5.7,7.2,22,1,60.1,Medium
EMP1283,39,19,IT,Master,Hybrid,5,1461291,43,3,185,0.88,4,7.6,8.0,8.3,9,0,45.4,Low
EMP1284,37,14,Sales,Bachelor,Remote,4,1139526,45,3,174,0.8,2,5.0,5.4,6.6,10,2,41.6,Low
EMP1285,55,29,IT,Master,Onsite,6,1919538,0,4,198,0.66,4,8.3,3.7,4.0,0,0,13.9,Low
EMP1286,27,6,Operations,Bachelor,Remote,2,643371,34,2,189,0.92,2,4.0,5.8,7.7,16,2,49.8,Low
EMP1287,42,22,Finance,Master,Remote,6,1676979,66,2,189,0.8,3,5.2,8.2,5.5,16,0,46.8,Low
EMP1288,41,21,Operations,Bachelor,Remote,6,1606094,55,5,163,0.71,9,5.6,6.9,8.0,12,1,53.6,Medium
EMP1289,39,15,Finance,Master,Onsite,4,1134324,7,2,168,0.75,3,7.2,6.1,7.0,9,2,29.9,Low
EMP1290,51,29,IT,Diploma,Onsite,6,2024453,30,3,165,0.66,5,5.5,7.0,8.3,33,0,40.0,Low
EMP1291,31,8,Marketing,Bachelor,Hybrid,3,683059,17,9,143,0.91,5,9.2,6.9,5.7,2,1,66.6,Medium
EMP1292,56,35,Sales,MBA,Hybrid,6,2222681,61,4,196,0.86,3,7.6,7.8,6.3,6,2,94.5,High
EMP1293,33,11,Marketing,Diploma,Hybrid,3,923990,39,5,183,0.8,4,5.7,4.5,6.5,18,2,49.4,Low
EMP1294,41,18,Finance,MBA,Remote,5,1417408,23,3,164,0.77,3,8.4,6.7,4.9,4,0,52.9,Medium
EMP1295,40,17,Sales,Bachelor,Hybrid,5,1393083,36,6,193,0.7,4,6.2,7.1,8.6,3,1,73.7,Medium
EMP1296,52,28,Operations,MBA,Onsite,6,1986338,0,8,159,0.52,4,5.9,4.9,4.7,21,0,30.9,Low
EMP1297,37,11,Sales,Bachelor,Hybrid,3,919379,19,3,137,0.61,4,8.2,4.8,8.5,17,0,34.7,Low
EMP1298,32,9,HR,Bachelor,Onsite,3,894329,36,4,188,0.69,8,2.9,6.4,7.6,16,1,21.1,Low
EMP1299,22,0,Sales,MBA,Onsite,1,329790,48,7,147,0.67,4,8.0,6.9,6.7,13,0,59.4,Medium
EMP1300,35,11,Sales,Master,Onsite,3,869423,6,2,166,0.81,3,5.7,6.9,7.5,6,0,14.0,Low
EMP1301,51,29,Operations,Master,Remote,6,2070027,29,9,174,0.88,7,5.7,6.1,7.4,10,0,55.9,Medium
EMP1302,22,1,HR,Bachelor,Hybrid,1,293061,50,5,177,0.76,3,9.9,6.0,6.4,11,2,64.4,Medium
EMP1303,54,32,Finance,MBA,Hybrid,6,2130974,13,8,185,0.95,1,6.0,6.3,7.4,19,2,70.4,Medium
EMP1304,41,17,Marketing,Master,Onsite,5,1384497,38,6,180,0.69,2,8.3,7.3,8.0,15,1,57.9,Medium
EMP1305,27,6,Sales,Master,Hybrid,2,673781,36,4,180,0.76,3,7.2,8.8,5.7,5,1,55.0,Medium
EMP1306,32,5,Marketing,MBA,Remote,2,590271,61,4,156,0.77,6,7.4,3.6,7.5,18,1,26.4,Low
EMP1307,41,18,Finance,Bachelor,Remote,5,1451362,32,12,175,0.91,4,6.4,7.8,3.3,0,0,82.8,High
EMP1308,33,7,IT,Bachelor,Hybrid,2,626981,32,8,143,0.79,3,6.3,6.7,4.3,9,0,48.3,Low
EMP1309,25,0,Marketing,Master,Remote,1,316708,48,4,198,0.8,3,9.2,7.7,7.8,3,0,49.0,Low
EMP1310,45,23,IT,Diploma,Hybrid,6,1676806,15,3,145,0.58,3,8.3,8.7,6.4,5,0,48.9,Low
EMP1311,46,25,IT,Bachelor,Hybrid,6,1761135,32,5,164,0.67,3,6.0,5.8,5.8,27,0,45.6,Low
EMP1312,26,1,Sales,Bachelor,Remote,1,386437,28,3,146,0.91,4,5.1,8.3,6.9,0,0,45.2,Low
EMP1313,32,10,Marketing,Bachelor,Onsite,3,963873,33,8,157,0.53,3,5.9,5.0,6.4,5,0,33.4,Low
EMP1314,30,9,Operations,MBA,Onsite,3,847837,48,4,170,0.94,5,8.4,7.1,5.6,16,2,54.1,Medium
EMP1315,45,18,IT,Bachelor,Onsite,5,1449034,43,5,160,0.84,4,8.7,6.5,4.7,8,1,54.4,Medium
EMP1316,48,25,IT,Master,Hybrid,6,1797487,24,4,191,0.69,4,7.7,7.0,4.2,13,0,38.1,Low
EMP1317,48,28,Operations,Diploma,Hybrid,6,1885363,37,3,174,0.68,6,4.2,5.4,8.0,23,1,19.4,Low
EMP1318,55,32,IT,Bachelor,Hybrid,6,2097102,57,5,162,1.0,7,8.0,7.6,6.4,17,1,68.0,Medium
EMP1319,49,26,IT,Master,Hybrid,6,1825025,23,2,168,0.95,5,8.9,9.3,8.4,8,1,59.0,Medium
EMP1320,33,7,HR,Master,Onsite,2,670167,37,5,192,0.77,4,7.1,5.4,6.4,11,0,49.8,Low
EMP1321,25,0,Sales,MBA,Remote,1,341424,32,4,186,0.8,3,10.0,7.2,7.5,16,1,71.3,Medium
EMP1322,44,23,Operations,Bachelor,Onsite,6,1716732,34,3,150,0.7,4,4.7,8.2,6.8,17,0,34.6,Low
EMP1323,54,33,Marketing,Bachelor,Remote,6,2075467,11,3,158,0.8,6,7.9,6.5,7.1,12,0,37.4,Low
EMP1324,57,33,Marketing,Bachelor,Onsite,6,2072423,56,6,179,0.7,2,5.2,8.9,7.1,15,1,68.2,Medium
EMP1325,30,10,IT,Master,Hybrid,3,931234,23,4,176,0.77,3,8.5,6.3,6.4,15,1,50.0,Medium
EMP1326,30,8,HR,MBA,Hybrid,3,779235,50,6,151,1.0,0,7.8,6.7,5.3,11,1,74.2,Medium
EMP1327,23,2,Finance,Bachelor,Remote,1,425102,26,5,183,0.77,3,9.7,5.4,8.1,7,1,60.7,Medium
EMP1328,27,7,IT,Bachelor,Onsite,2,744046,26,5,154,0.65,7,7.6,7.1,9.2,18,0,49.8,Low
EMP1329,41,14,IT,MBA,Remote,4,1096452,53,7,193,0.62,3,6.2,6.9,9.3,14,3,81.4,High
EMP1330,41,21,HR,Bachelor,Hybrid,6,1544423,50,7,180,0.8,2,6.0,7.9,6.2,0,1,69.6,Medium
EMP1331,35,15,IT,Bachelor,Hybrid,4,1288721,38,6,150,0.69,5,6.4,5.9,6.0,5,1,33.6,Low
EMP1332,33,6,Sales,Master,Hybrid,2,677578,46,2,160,0.81,9,6.0,5.9,6.2,8,0,10.0,Low
EMP1333,51,30,Marketing,Bachelor,Onsite,6,1999037,31,4,160,0.59,3,9.0,7.6,6.8,10,0,70.8,Medium
EMP1334,38,12,IT,Bachelor,Hybrid,4,1023302,35,5,173,0.86,4,8.8,9.0,6.9,22,1,74.1,Medium
EMP1335,51,31,Finance,Master,Onsite,6,2039477,25,4,166,0.65,2,4.4,7.8,5.6,38,0,38.1,Low
EMP1336,56,35,Marketing,Bachelor,Onsite,6,2185471,49,7,149,0.79,6,6.9,9.7,4.9,0,0,71.8,Medium
EMP1337,33,13,Marketing,Master,Hybrid,4,1159170,25,1,145,0.74,3,6.9,7.7,7.1,14,1,44.9,Low
EMP1338,29,4,Marketing,Master,Hybrid,2,531162,57,6,180,0.99,4,5.5,7.7,2.1,13,1,53.7,Medium
EMP1339,56,32,Finance,Master,Onsite,6,2164676,30,5,175,0.8,3,7.5,7.9,6.9,11,0,61.4,Medium
EMP1340,44,21,Marketing,Bachelor,Onsite,6,1594968,35,4,172,1.0,3,9.1,9.1,5.7,16,0,81.3,High
EMP1341,32,11,IT,MBA,Onsite,3,902832,46,3,175,0.85,2,8.2,8.8,8.1,13,0,66.0,Medium
EMP1342,44,24,HR,Bachelor,Onsite,6,1728684,35,10,159,0.95,3,9.0,5.3,8.5,9,1,77.0,High
EMP1343,40,16,IT,MBA,Hybrid,5,1188791,31,3,173,0.75,3,5.7,8.1,8.5,12,1,40.6,Low
EMP1344,54,33,Finance,Bachelor,Onsite,6,2148961,35,4,216,0.82,2,6.9,7.3,6.5,16,0,57.8,Medium
EMP1345,31,7,Finance,MBA,Remote,2,696494,48,9,191,0.93,5,5.6,6.6,5.4,16,0,66.7,Medium
EMP1346,57,32,IT,Bachelor,Onsite,6,2151237,25,2,165,0.89,5,7.2,4.2,5.9,14,1,30.5,Low
EMP1347,55,29,Marketing,Bachelor,Onsite,6,1880684,33,5,161,0.84,4,7.3,4.6,7.4,7,1,40.8,Low
EMP1348,28,5,HR,Master,Remote,2,673093,35,8,120,0.74,2,8.3,6.4,4.7,35,0,55.7,Medium
EMP1349,27,7,IT,Bachelor,Onsite,2,746029,48,11,189,0.76,6,8.9,4.7,9.0,15,0,64.3,Medium
EMP1350,41,19,IT,Bachelor,Hybrid,5,1517602,34,4,184,0.92,4,7.9,6.4,6.5,18,0,65.8,Medium
EMP1351,23,0,Finance,Master,Remote,1,317363,62,7,160,0.94,4,5.4,8.0,7.7,8,0,75.0,High
EMP1352,32,8,HR,MBA,Remote,3,870694,33,2,144,0.71,8,4.6,6.0,4.5,14,0,0.0,Low
EMP1353,37,13,HR,Bachelor,Hybrid,4,1041437,31,4,149,0.69,1,7.6,7.0,5.7,13,1,51.5,Medium
EMP1354,56,33,IT,MBA,Onsite,6,2190652,32,5,178,0.67,2,9.2,5.3,4.3,0,1,46.9,Low
EMP1355,57,35,Marketing,MBA,Hybrid,6,2206441,15,8,168,0.88,7,6.8,7.3,8.4,6,1,56.2,Medium
EMP1356,27,0,Operations,MBA,Remote,1,237429,19,8,182,0.67,4,4.4,7.7,6.8,6,1,45.7,Low
EMP1357,54,28,Finance,Master,Remote,6,1873792,27,5,172,0.88,3,10.0,4.8,7.8,7,1,71.3,Medium
EMP1358,25,0,Sales,Master,Onsite,1,320276,52,7,187,0.85,5,7.6,5.8,7.1,3,0,55.3,Medium
EMP1359,48,22,Operations,Master,Onsite,6,1618785,35,4,177,0.71,2,7.1,5.0,7.7,12,1,45.5,Low
EMP1360,52,30,Operations,Master,Onsite,6,2038803,28,2,185,0.97,5,4.9,7.7,6.5,23,0,24.9,Low
EMP1361,54,32,Sales,Diploma,Onsite,6,2019588,53,4,132,0.6,6,6.8,7.1,6.7,13,0,41.7,Low
EMP1362,30,9,Operations,Bachelor,Hybrid,3,758645,58,5,148,0.98,7,7.9,6.8,6.9,3,0,62.0,Medium
EMP1363,54,27,Operations,Bachelor,Onsite,6,1953619,54,5,163,0.82,4,7.6,6.7,7.6,4,1,55.6,Medium
EMP1364,26,2,Marketing,Bachelor,Onsite,1,455190,22,8,189,0.53,5,5.7,7.4,7.6,9,3,60.3,Medium
EMP1365,40,17,Finance,Diploma,Onsite,5,1312535,28,7,204,0.97,2,6.7,7.4,10.0,1,1,74.9,Medium
EMP1366,38,11,IT,Bachelor,Hybrid,3,954850,62,6,167,0.9,4,5.8,6.2,9.4,14,1,67.1,Medium
EMP1367,33,9,IT,Master,Onsite,3,915975,39,9,159,0.73,2,9.5,5.9,4.5,23,2,64.2,Medium
EMP1368,22,0,Finance,MBA,Hybrid,1,340960,31,5,135,0.66,3,8.2,6.8,6.8,7,3,46.5,Low
EMP1369,49,22,Finance,Diploma,Onsite,6,1667411,46,2,186,0.59,5,6.0,6.6,6.4,13,1,38.0,Low
EMP1370,34,14,Finance,Bachelor,Remote,4,1214757,50,4,160,1.0,3,4.9,10.0,8.8,9,1,69.9,Medium
EMP1371,45,23,Sales,MBA,Onsite,6,1668464,26,5,223,0.67,5,7.2,6.3,6.6,7,1,39.1,Low
EMP1372,36,11,Sales,MBA,Hybrid,3,956558,38,5,157,0.63,2,6.0,7.3,7.7,14,2,37.8,Low
EMP1373,35,9,Marketing,Bachelor,Onsite,3,864107,49,7,208,0.81,5,6.1,7.6,3.7,7,1,61.3,Medium
EMP1374,53,32,IT,MBA,Onsite,6,2096361,18,3,183,0.58,3,5.0,9.0,4.9,6,1,40.8,Low
EMP1375,25,3,IT,Bachelor,Onsite,1,435509,35,7,151,0.66,4,5.2,5.7,9.9,0,2,60.7,Medium
EMP1376,48,24,Marketing,Master,Onsite,6,1753643,18,3,174,0.9,3,7.1,8.9,7.1,13,4,72.8,Medium
EMP1377,48,22,Marketing,Master,Onsite,6,1661720,20,3,184,0.84,4,6.4,6.7,5.6,21,3,53.1,Medium
EMP1378,35,15,Operations,Bachelor,Hybrid,4,1152578,27,7,166,0.73,2,10.0,10.0,7.3,18,0,80.4,High
EMP1379,31,7,Operations,Bachelor,Hybrid,2,745089,42,3,185,0.78,4,7.8,7.4,5.5,24,1,36.3,Low
EMP1380,22,0,Operations,Bachelor,Onsite,1,271180,30,10,185,0.73,2,5.0,5.1,6.6,7,1,57.4,Medium
EMP1381,55,34,HR,Bachelor,Hybrid,6,2189088,25,4,181,0.77,6,4.3,6.6,5.0,19,1,32.9,Low
EMP1382,56,32,Finance,Master,Hybrid,6,2095235,36,4,170,0.69,1,7.4,8.9,5.9,3,0,61.4,Medium
EMP1383,30,7,IT,Bachelor,Onsite,2,722905,18,4,149,0.71,10,6.2,7.0,6.4,18,1,30.8,Low
EMP1384,23,0,Sales,Bachelor,Onsite,1,214044,41,7,169,0.71,4,8.9,6.8,8.6,25,2,69.2,Medium
EMP1385,26,4,Operations,Master,Onsite,2,614545,52,2,173,0.69,7,7.3,8.0,7.6,16,2,51.0,Medium
EMP1386,24,0,HR,Master,Onsite,1,286150,34,1,136,0.91,4,3.6,6.4,7.9,25,2,22.3,Low
EMP1387,51,31,Sales,Master,Hybrid,6,2125998,32,8,173,0.87,3,5.2,6.6,7.0,7,0,69.7,Medium
EMP1388,54,28,HR,Diploma,Remote,6,1906091,41,6,168,0.67,4,5.7,5.5,8.2,11,1,51.3,Medium
EMP1389,27,7,IT,Bachelor,Remote,2,702557,5,4,147,0.64,2,7.5,9.5,5.8,5,1,60.6,Medium
EMP1390,48,23,IT,MBA,Remote,6,1800689,43,4,164,0.76,3,5.1,5.1,6.0,12,0,44.7,Low
EMP1391,28,6,IT,Bachelor,Hybrid,2,646133,82,6,164,1.0,5,7.0,7.2,7.6,14,2,80.7,High
EMP1392,35,12,Operations,Master,Onsite,4,1131942,33,5,205,0.66,6,4.7,7.6,6.6,12,0,35.5,Low
EMP1393,43,23,Finance,Diploma,Onsite,6,1706952,33,8,174,0.76,6,6.8,6.9,7.0,8,3,68.7,Medium
EMP1394,47,22,Marketing,MBA,Onsite,6,1680770,46,6,189,0.79,3,7.4,5.0,6.8,8,0,63.4,Medium
EMP1395,53,32,Sales,Master,Onsite,6,2113497,60,9,168,0.77,2,9.1,5.4,8.8,15,1,91.8,High
EMP1396,23,0,IT,Master,Onsite,1,362392,50,5,136,0.73,8,7.2,7.7,8.8,11,1,54.0,Medium
EMP1397,29,4,IT,Bachelor,Hybrid,2,535723,3,3,182,0.92,0,5.5,5.7,6.1,3,1,43.8,Low
EMP1398,32,6,Marketing,Master,Onsite,2,610797,43,7,158,0.83,7,9.2,3.8,4.5,0,0,35.8,Low
EMP1399,33,8,IT,MBA,Onsite,3,788071,74,4,164,0.88,6,6.5,7.5,6.0,7,1,66.5,Medium
EMP1400,57,35,Operations,Diploma,Hybrid,6,2249985,44,5,151,0.85,2,8.0,5.6,5.7,1,0,47.5,Low
EMP1401,49,24,IT,Master,Onsite,6,1738959,18,5,171,0.89,4,5.8,7.8,8.2,5,1,59.3,Medium
EMP1402,33,7,Sales,Bachelor,Remote,2,740513,39,5,189,0.97,4,6.9,6.6,8.3,9,2,59.9,Medium
EMP1403,56,34,Marketing,Master,Onsite,6,2265236,16,6,187,0.94,4,5.5,6.5,5.6,11,0,44.7,Low
EMP1404,39,19,IT,Bachelor,Hybrid,5,1406208,53,4,199,1.0,5,7.3,7.0,5.9,7,2,63.6,Medium
EMP1405,40,13,IT,Bachelor,Onsite,4,1078302,21,6,201,0.93,7,8.1,5.2,4.9,30,1,29.9,Low
EMP1406,37,16,Operations,Bachelor,Hybrid,5,1248188,36,4,133,0.7,5,6.0,5.7,7.2,2,0,53.2,Medium
EMP1407,27,3,IT,Master,Onsite,1,556518,22,3,149,0.88,2,5.9,6.5,6.9,22,0,30.2,Low
EMP1408,55,34,Finance,Bachelor,Onsite,6,2215233,27,4,137,0.87,4,7.4,5.2,8.1,11,1,46.8,Low
EMP1409,22,1,Finance,Bachelor,Hybrid,1,388990,57,7,181,1.0,4,5.5,8.0,7.7,7,0,60.0,Medium
EMP1410,28,2,IT,Bachelor,Onsite,1,342989,37,2,158,0.66,5,4.4,6.4,7.9,17,1,28.7,Low
EMP1411,30,9,Marketing,MBA,Onsite,3,864941,27,1,161,0.85,2,7.4,4.7,4.8,8,2,40.9,Low
EMP1412,32,7,Marketing,Master,Remote,2,730462,18,7,166,0.7,3,6.6,6.1,6.1,6,0,48.8,Low
EMP1413,26,1,HR,Bachelor,Onsite,1,352362,7,2,177,0.84,4,6.6,7.1,8.3,26,0,47.0,Low
EMP1414,22,2,Marketing,Bachelor,Hybrid,1,463785,16,7,143,0.75,3,7.6,6.2,6.2,0,0,42.5,Low
EMP1415,46,25,IT,Master,Hybrid,6,1910591,37,3,147,0.84,3,7.9,7.5,4.7,10,0,57.7,Medium
EMP1416,56,30,IT,Bachelor,Onsite,6,1972646,50,7,170,0.61,2,6.5,7.8,8.1,14,1,70.0,Medium
EMP1417,26,2,Sales,Master,Hybrid,1,358895,27,7,192,0.88,7,5.0,10.0,6.2,23,1,55.8,Medium
EMP1418,32,12,Operations,Bachelor,Onsite,4,1026112,59,4,170,0.8,7,5.8,8.6,8.5,9,0,63.5,Medium
EMP1419,40,13,IT,Diploma,Hybrid,4,1195309,24,4,156,0.8,4,7.7,4.4,7.0,33,0,21.1,Low
EMP1420,55,33,IT,Bachelor,Onsite,6,2207117,31,7,131,1.0,6,7.0,6.4,6.6,18,0,76.2,High
EMP1421,46,26,Sales,Master,Onsite,6,1833223,19,7,187,0.73,4,5.9,6.5,8.9,0,2,58.6,Medium
EMP1422,49,22,Marketing,Bachelor,Onsite,6,1661827,50,10,157,0.82,4,5.5,7.8,5.2,0,1,57.2,Medium
EMP1423,42,22,IT,Diploma,Remote,6,1619172,66,5,149,0.79,3,7.8,5.5,9.0,14,1,62.9,Medium
EMP1424,37,13,Finance,Diploma,Hybrid,4,1159501,9,7,139,0.8,6,6.4,6.1,6.1,3,1,42.5,Low
EMP1425,29,2,Marketing,Master,Remote,1,391004,30,3,144,1.0,3,8.0,5.0,7.2,16,0,41.2,Low
EMP1426,53,29,HR,Master,Hybrid,6,1961996,54,5,153,0.79,3,8.2,6.0,7.2,8,1,50.1,Medium
